WK;BZ;bezID;SPR;WBER;ABG.;UNG.;OEVP;SPOE;FPOE;GRUE;NEOS;DANN;KPOE
Wien Innen-West;Alsergrund;90901;21;667;416;2;63;116;38;95;77;8;17
Wien Innen-West;Alsergrund;90901;22;800;522;3;89;127;50;148;76;3;26
Wien Innen-West;Alsergrund;90901;23;791;531;2;66;127;43;154;109;11;19
Wien Innen-West;Alsergrund;90901;24;784;484;6;63;140;49;119;65;5;37
Wien Innen-West;Alsergrund;90901;25;838;559;2;89;129;33;151;124;5;26
Wien Innen-West;Alsergrund;90901;26;704;463;1;74;115;36;99;106;9;23
Wien Innen-West;Alsergrund;90901;27;723;450;2;76;99;38;124;89;5;17
Wien Innen-West;Alsergrund;90901;28;696;411;0;79;79;35;95;99;5;19
Wien Innen-West;Alsergrund;90901;29;651;408;4;70;103;38;91;79;6;17
Wien Innen-West;Alsergrund;90901;30;722;469;3;110;89;49;83;98;11;26
Wien Innen-West;Alsergrund;90901;31;625;393;2;66;95;50;86;75;6;13
Wien Innen-West;Alsergrund;90901;32;796;452;4;47;124;40;136;76;5;20
Wien Innen-West;Alsergrund;90901;33;491;264;2;34;69;16;64;60;2;17
Wien Innen-West;Alsergrund;90901;34;578;306;0;34;80;45;79;44;2;22
Wien Innen-West;Alsergrund;90901;35;0;0;0;0;0;0;0;0;0;0
Wien Innen-West;Alsergrund;90901;36;0;0;0;0;0;0;0;0;0;0
Wien Süd;Favoriten;91001;1;698;250;4;32;94;58;29;22;1;10
Wien Süd;Favoriten;91001;2;776;354;5;45;116;69;57;29;9;24
Wien Süd;Favoriten;91001;3;745;322;1;62;94;62;44;33;2;24
Wien Süd;Favoriten;91001;4;736;355;3;56;107;46;68;48;3;24
Wien Süd;Favoriten;91001;5;443;154;1;21;54;35;20;10;1;12
Wien Süd;Favoriten;91001;6;523;213;3;28;68;52;33;21;2;6
Wien Süd;Favoriten;91001;7;623;266;4;31;94;61;33;17;10;16
Wien Süd;Favoriten;91001;8;716;279;2;31;90;71;46;20;2;17
Wien Süd;Favoriten;91001;9;807;379;5;28;136;65;67;51;6;21
Wien Süd;Favoriten;91001;10;569;239;3;31;88;45;35;22;4;11
Wien Süd;Favoriten;91001;11;672;283;5;32;105;79;27;21;3;11
Wien Süd;Favoriten;91001;12;695;266;4;36;106;82;9;11;6;12
Wien Süd;Favoriten;91001;13;782;174;5;10;65;68;10;9;3;4
Wien Süd;Favoriten;91001;14;694;198;4;13;84;39;26;17;3;12
Wien Süd;Favoriten;91001;15;728;275;5;38;99;59;24;22;3;25
Wien Süd;Favoriten;91001;16;622;205;1;22;61;47;37;22;5;10
Wien Süd;Favoriten;91001;17;586;216;2;24;70;56;37;14;1;12
Wien Süd;Favoriten;91001;18;516;172;2;21;53;59;18;7;0;12
Wien Süd;Favoriten;91001;19;412;180;5;21;38;33;42;19;4;18
Wien Süd;Favoriten;91001;20;563;269;0;52;77;47;52;20;5;16
Wien Süd;Favoriten;91001;21;415;185;3;39;50;27;33;15;3;15
Wien Süd;Favoriten;91001;22;577;210;3;27;58;58;25;22;1;16
Wien Süd;Favoriten;91001;23;425;122;1;8;40;49;12;4;5;3
Wien Süd;Favoriten;91001;24;1022;199;1;16;77;68;17;7;3;10
Wien Süd;Favoriten;91001;25;545;280;1;52;69;44;57;37;2;18
Wien Süd;Favoriten;91001;26;502;157;0;23;42;40;22;13;4;13
Wien Süd;Favoriten;91001;27;622;212;2;23;68;55;18;18;6;22
Wien Süd;Favoriten;91001;28;585;255;4;24;73;88;24;26;6;10
Wien Süd;Favoriten;91001;29;746;174;2;12;64;81;4;3;1;7
Wien Süd;Favoriten;91001;30;598;171;2;23;63;50;8;17;1;7
Wien Süd;Favoriten;91001;31;907;312;5;40;117;89;24;18;1;18
Wien Süd;Favoriten;91001;32;762;196;3;15;96;38;17;14;1;12
Wien Süd;Favoriten;91001;33;625;193;3;16;61;63;30;11;3;6
Wien Süd;Favoriten;91001;34;469;117;4;14;45;20;15;10;1;8
Wien Süd;Favoriten;91001;35;568;236;9;28;70;39;45;25;6;14
Wien Süd;Favoriten;91001;36;376;124;0;14;36;21;24;17;5;7
Wien Süd;Favoriten;91001;37;406;141;0;21;49;29;21;10;2;9
Wien Süd;Favoriten;91001;38;710;247;2;32;64;59;41;27;6;16
Wien Süd;Favoriten;91001;39;540;201;2;45;61;43;20;13;5;12
Wien Süd;Favoriten;91001;40;677;259;3;31;87;52;42;19;8;17
Wien Süd;Favoriten;91001;41;734;311;0;57;88;74;38;37;7;10
Wien Süd;Favoriten;91001;42;966;360;5;60;132;97;14;32;3;17
Wien Süd;Favoriten;91001;43;855;384;2;50;135;58;60;47;7;25
Wien Süd;Favoriten;91001;44;599;215;0;28;66;55;33;16;5;12
Wien Süd;Favoriten;91001;45;848;293;1;39;92;59;47;35;2;18
Wien Süd;Favoriten;91001;46;740;307;9;49;109;50;44;31;2;13
Wien Süd;Favoriten;91001;47;754;330;5;49;119;73;27;34;5;18
Wien Süd;Favoriten;91001;48;727;306;0;37;111;70;29;26;11;22
Wien Süd;Favoriten;91001;49;341;120;5;12;38;21;18;14;2;10
Wien Süd;Favoriten;91001;50;541;192;1;14;72;44;23;14;4;20
Wien Süd;Favoriten;91001;51;374;143;3;16;40;33;20;17;4;10
Wien Süd;Favoriten;91001;52;555;263;5;29;81;60;40;14;6;28
Wien Süd;Favoriten;91001;53;438;160;1;19;41;40;26;15;3;15
Wien Süd;Favoriten;91001;54;685;229;1;19;82;85;16;6;1;19
Wien Süd;Favoriten;91001;55;648;215;4;21;61;62;38;15;5;9
Wien Süd;Favoriten;91001;56;802;291;4;39;85;90;32;22;2;17
Wien Süd;Favoriten;91001;57;951;365;7;32;130;87;41;43;8;17
Wien Süd;Favoriten;91001;58;843;318;1;26;120;66;38;38;6;23
Wien Süd;Favoriten;91001;59;802;233;4;26;83;70;12;16;6;16
Wien Süd;Favoriten;91001;60;706;204;2;30;56;65;25;9;3;14
Wien Süd;Favoriten;91001;61;651;285;4;57;85;60;32;26;5;16
Wien Süd;Favoriten;91001;62;666;248;2;29;80;73;28;17;4;15
Wien Süd;Favoriten;91001;63;799;330;3;59;95;89;29;32;6;17
Wien Süd;Favoriten;91001;64;843;347;4;43;105;106;36;30;7;16
Wien Süd;Favoriten;91001;65;579;208;1;17;74;73;9;18;4;12
Wien Süd;Favoriten;91001;66;658;220;3;29;71;70;19;10;8;10
Wien Süd;Favoriten;91001;67;756;320;5;60;94;96;24;25;6;10
Wien Süd;Favoriten;91001;68;663;252;2;40;99;52;17;26;5;11
Wien Süd;Favoriten;91001;69;764;359;3;50;123;104;27;25;7;20
Wien Süd;Favoriten;91001;70;800;357;5;59;147;71;28;33;3;11
Wien Süd;Favoriten;91001;71;673;213;1;25;88;41;29;18;1;10
Wien Süd;Favoriten;91001;72;799;291;2;30;118;70;27;24;5;15
Wien Süd;Favoriten;91001;73;710;175;1;18;67;33;21;12;3;20
Wien Süd;Favoriten;91001;74;808;272;6;44;105;78;8;21;1;9
Wien Süd;Favoriten;91001;75;850;306;2;26;121;78;38;25;6;10
Wien Süd;Favoriten;91001;76;743;256;3;24;100;85;14;12;6;12
Wien Süd;Favoriten;91001;77;577;223;4;35;79;63;11;18;4;9
Wien Süd;Favoriten;91001;78;584;164;1;20;63;57;5;7;3;8
Wien Süd;Favoriten;91001;79;728;321;6;49;122;94;13;25;5;7
Wien Süd;Favoriten;91001;80;723;251;5;30;101;68;16;9;7;15
Wien Süd;Favoriten;91001;81;848;215;5;19;83;71;8;14;5;10
Wien Süd;Favoriten;91001;82;574;136;1;6;60;54;9;2;0;4
Wien Süd;Favoriten;91001;83;806;167;1;9;91;41;7;8;2;8
Wien Süd;Favoriten;91001;84;791;308;5;51;105;94;23;20;4;6
Wien Süd;Favoriten;91001;85;917;363;6;45;128;93;37;30;8;16
Wien Süd;Favoriten;91001;86;784;268;5;36;96;81;19;16;6;9
Wien Süd;Favoriten;91001;87;775;298;4;40;92;86;27;22;9;18
Wien Süd;Favoriten;91001;88;835;312;2;49;101;68;37;34;9;12
Wien Süd;Favoriten;91001;89;760;286;6;44;105;62;29;20;4;16
Wien Süd;Favoriten;91001;90;1051;480;6;59;164;128;44;46;11;22
Wien Süd;Favoriten;91001;91;979;381;8;30;132;119;40;30;5;17
Wien Süd;Favoriten;91001;92;1072;450;8;55;113;157;40;39;5;33
Wien Süd;Favoriten;91001;93;978;577;7;88;175;126;80;77;12;12
Wien Süd;Favoriten;91001;94;899;578;14;104;180;131;72;54;11;12
Wien Süd;Favoriten;91001;95;876;454;11;59;134;166;25;35;6;18
Wien Süd;Favoriten;91001;96;961;477;3;63;160;151;38;38;3;21
Wien Süd;Favoriten;91001;97;437;165;0;15;65;44;13;11;7;10
Wien Süd;Favoriten;91001;98;635;208;1;21;85;68;14;12;0;7
Wien Süd;Favoriten;91001;99;576;205;5;22;82;64;10;16;1;5
Wien Süd;Favoriten;91001;100;1253;549;2;62;207;165;39;43;11;20
Wien Süd;Favoriten;91001;101;1133;339;9;38;120;114;20;19;7;12
Wien Süd;Favoriten;91001;102;721;180;2;13;69;71;11;4;3;7
Wien Süd;Favoriten;91001;103;599;215;4;27;70;76;19;10;1;8
Wien Süd;Favoriten;91001;104;873;434;3;57;124;86;56;72;16;20
Wien Süd;Favoriten;91001;105;736;395;5;52;131;74;45;55;11;22
Wien Süd;Favoriten;91001;106;264;140;9;22;68;30;2;7;1;1
Wien Süd;Favoriten;91001;107;756;355;4;26;119;114;31;35;10;16
Wien Süd;Favoriten;91001;108;829;404;13;39;138;91;55;42;9;17
Wien Süd;Favoriten;91001;109;849;436;6;40;143;169;25;31;7;15
Wien Süd;Favoriten;91001;110;769;264;2;27;92;104;9;10;3;17
Wien Süd;Favoriten;91001;111;560;229;6;28;56;102;6;14;9;8
Wien Süd;Favoriten;91001;112;517;221;2;21;74;86;14;9;11;4
Wien Süd;Favoriten;91001;113;568;256;3;26;77;87;32;11;8;12
Wien Süd;Favoriten;91001;114;789;335;4;37;128;127;18;10;3;8
Wien Süd;Favoriten;91001;115;1016;315;12;39;107;107;12;11;7;20
Wien Süd;Favoriten;91001;116;676;296;3;46;121;84;17;19;3;3
Wien Süd;Favoriten;91001;117;768;348;7;51;116;99;22;31;3;19
Wien Süd;Favoriten;91001;118;666;327;0;31;111;151;16;13;2;3
Wien Süd;Favoriten;91001;119;727;374;9;36;113;139;27;30;8;12
Wien Süd;Favoriten;91001;120;920;420;5;45;133;159;30;31;11;6
Wien Süd;Favoriten;91001;121;660;228;4;30;73;76;17;14;2;12
Wien Süd;Favoriten;91001;122;265;151;5;26;87;22;2;7;0;2
Wien Süd;Favoriten;91001;123;842;320;6;38;125;100;12;17;11;11
Wien Süd;Favoriten;91001;124;918;327;3;38;129;124;11;8;6;8
Wien Süd;Favoriten;91001;125;779;257;6;35;101;72;13;10;4;16
Wien Süd;Favoriten;91001;126;681;230;3;30;83;80;18;8;3;5
Wien Süd;Favoriten;91001;127;801;305;7;39;104;110;12;14;8;11
Wien Süd;Favoriten;91001;128;739;216;3;25;80;77;9;11;4;7
Wien Süd;Favoriten;91001;129;1014;507;10;65;140;190;30;43;13;16
Wien Süd;Favoriten;91001;130;252;186;3;80;58;19;4;19;0;3
Wien Süd;Favoriten;91001;131;763;490;3;105;114;88;56;92;18;14
Wien Süd;Favoriten;91001;132;851;525;10;125;115;121;39;84;15;16
Wien Süd;Favoriten;91001;133;955;561;16;91;139;130;59;91;14;21
Wien Süd;Favoriten;91001;134;805;414;9;72;104;121;40;46;10;12
Wien Süd;Favoriten;91001;135;910;497;7;64;141;152;47;51;15;20
Wien Süd;Favoriten;91001;136;1092;614;4;104;181;134;66;79;16;30
Wien Süd;Favoriten;91001;137;1154;638;10;123;174;173;68;63;14;13
Wien Süd;Favoriten;91001;138;643;278;1;26;76;28;72;59;1;15
Wien Süd;Favoriten;91001;139;761;406;1;19;145;32;117;63;5;24
Wien Süd;Favoriten;91001;140;915;503;6;34;168;59;134;81;5;16
Wien Süd;Favoriten;91001;141;573;317;0;33;81;20;86;74;4;19
Wien Süd;Favoriten;91001;142;894;387;2;31;153;30;84;61;5;21
Wien Süd;Favoriten;91001;143;743;312;9;14;131;70;33;28;5;22
Wien Süd;Favoriten;91001;144;797;468;7;66;140;62;92;71;10;20
Wien Süd;Favoriten;91001;145;693;246;0;40;84;100;3;6;4;9
Wien Süd;Favoriten;91001;146;750;391;1;35;122;55;64;90;7;17
Wien Süd;Favoriten;91001;147;847;419;3;25;128;25;151;65;3;19
Wien Süd;Simmering;91101;1;756;207;2;17;71;63;18;14;4;18
Wien Süd;Simmering;91101;2;945;364;6;46;112;126;27;28;10;9
Wien Süd;Simmering;91101;3;785;303;3;32;107;109;14;16;8;14
Wien Süd;Simmering;91101;4;552;109;1;7;36;32;16;8;0;9
Wien Süd;Simmering;91101;5;913;345;5;31;108;109;23;34;14;21
Wien Süd;Simmering;91101;6;728;209;1;27;64;58;26;17;4;12
Wien Süd;Simmering;91101;7;808;271;4;17;94;118;10;14;6;8
Wien Süd;Simmering;91101;8;974;226;1;23;101;74;7;5;6;9
Wien Süd;Simmering;91101;9;779;230;3;21;83;88;8;10;2;15
Wien Süd;Simmering;91101;10;707;323;1;23;116;72;52;48;1;10
Wien Süd;Simmering;91101;11;809;364;4;28;124;63;70;53;1;21
Wien Süd;Simmering;91101;12;839;493;2;40;174;61;84;84;10;38
Wien Süd;Simmering;91101;13;631;330;0;36;125;48;53;42;12;14
Wien Süd;Simmering;91101;14;411;116;0;16;45;34;3;8;3;7
Wien Süd;Simmering;91101;15;451;113;0;8;49;42;11;1;1;1
Wien Süd;Simmering;91101;16;784;326;7;46;124;95;18;14;9;13
Wien Süd;Simmering;91101;17;471;178;0;34;48;49;22;12;3;10
Wien Süd;Simmering;91101;18;698;279;1;48;102;41;39;33;3;12
Wien Süd;Simmering;91101;19;290;156;4;16;60;29;21;13;1;12
Wien Süd;Simmering;91101;20;750;234;8;29;97;71;10;11;5;3
Wien Süd;Simmering;91101;21;838;339;6;42;144;68;36;27;8;8
Wien Süd;Simmering;91101;22;969;429;7;37;168;55;78;64;4;16
Wien Süd;Simmering;91101;23;740;332;3;18;155;100;15;18;9;14
Wien Süd;Simmering;91101;24;755;255;4;18;90;100;15;7;6;15
Wien Süd;Simmering;91101;25;786;322;3;31;114;71;40;26;9;28
Wien Süd;Simmering;91101;26;678;197;1;14;69;46;28;19;1;19
Wien Süd;Simmering;91101;27;816;246;7;22;91;87;12;14;1;12
Wien Süd;Simmering;91101;28;760;293;6;30;94;94;31;19;7;12
Wien Süd;Simmering;91101;29;589;194;0;19;68;60;16;13;3;15
Wien Süd;Simmering;91101;30;698;313;3;31;121;96;18;18;9;17
Wien Süd;Simmering;91101;31;685;301;0;62;92;59;40;31;3;14
Wien Süd;Simmering;91101;32;636;321;6;68;80;104;19;14;9;21
Wien Süd;Simmering;91101;33;936;500;11;67;149;174;39;39;7;14
Wien Süd;Simmering;91101;34;874;393;4;57;133;128;32;30;6;3
Wien Süd;Simmering;91101;35;766;186;1;10;56;82;11;9;5;12
Wien Süd;Simmering;91101;36;899;273;5;22;80;116;18;13;6;13
Wien Süd;Simmering;91101;37;797;353;5;27;117;92;42;38;12;20
Wien Süd;Simmering;91101;38;692;260;2;39;94;79;25;13;0;8
Wien Süd;Simmering;91101;39;1048;421;9;39;141;104;59;45;5;19
Wien Süd;Simmering;91101;40;878;273;4;30;93;95;11;19;3;18
Wien Süd;Simmering;91101;41;721;233;6;22;93;83;11;4;3;11
Wien Süd;Simmering;91101;42;781;259;7;16;92;108;12;10;3;11
Wien Süd;Simmering;91101;43;752;342;8;39;129;99;24;27;7;9
Wien Süd;Simmering;91101;44;939;347;5;32;136;106;28;24;7;9
Wien Süd;Simmering;91101;45;992;443;4;38;156;124;49;47;10;15
Wien Süd;Simmering;91101;46;809;309;6;31;113;105;24;16;1;13
Wien Süd;Simmering;91101;47;660;378;9;64;114;109;18;35;10;19
Wien Süd;Simmering;91101;48;820;351;1;47;116;92;39;36;6;14
Wien Süd;Simmering;91101;49;658;346;4;59;96;120;21;27;4;15
Wien Süd;Simmering;91101;50;833;347;5;83;69;111;29;31;10;9
Wien Süd;Simmering;91101;51;915;419;6;53;132;149;26;30;7;16
Wien Süd;Simmering;91101;52;719;224;3;16;65;107;6;15;7;5
Wien Süd;Simmering;91101;53;761;332;5;47;136;89;23;14;8;10
Wien Süd;Simmering;91101;54;624;366;4;47;123;118;25;25;12;12
Wien Süd;Simmering;91101;55;919;423;5;71;149;126;30;30;4;8
Wien Süd;Simmering;91101;56;644;222;5;24;79;90;7;4;5;8
Wien Süd;Simmering;91101;57;790;254;5;31;85;104;7;14;1;7
Wien Süd;Simmering;91101;58;813;277;2;28;83;117;12;16;13;6
Wien Süd;Simmering;91101;59;551;309;3;48;113;70;27;29;5;14
Wien Süd;Simmering;91101;60;1035;367;4;50;121;98;23;44;12;15
Wien Süd;Simmering;91101;61;712;225;3;23;81;81;8;10;9;10
Wien Süd;Simmering;91101;62;675;237;3;24;65;107;12;8;4;14
Wien Süd;Simmering;91101;63;773;239;4;22;79;104;0;7;4;19
Wien Süd;Simmering;91101;64;890;346;8;44;111;118;13;29;11;12
Wien Süd;Simmering;91101;65;665;286;9;24;74;127;21;19;7;5
Wien Süd;Simmering;91101;66;1005;448;5;50;137;172;23;31;11;19
Wien Süd;Simmering;91101;67;789;328;3;44;102;125;21;13;6;14
Wien Süd;Simmering;91101;68;923;280;8;21;105;92;18;14;6;16
Wien Süd;Simmering;91101;69;808;310;7;26;90;143;11;21;4;8
Wien Süd;Simmering;91101;70;565;213;2;28;64;66;12;25;5;11
Wien Süd;Simmering;91101;71;650;244;8;41;65;76;23;20;2;9
Wien Süd;Simmering;91101;72;1041;419;3;40;144;66;82;57;11;16
Wien Süd;Simmering;91101;73;943;437;8;76;113;146;33;41;11;9
Wien Süd;Simmering;91101;74;878;285;0;35;80;105;28;19;5;13
Wien Süd;Simmering;91101;75;846;317;1;22;117;70;45;34;4;24
Wien Süd;Simmering;91101;76;760;346;3;19;113;121;41;22;4;23
Wien Süd;Simmering;91101;77;600;235;2;27;65;75;19;32;3;12
Wien Süd;Meidling;91201;1;801;361;3;33;132;49;86;35;5;18
Wien Süd;Meidling;91201;2;872;400;3;45;127;58;82;56;7;22
Wien Süd;Meidling;91201;3;744;228;3;17;83;58;26;18;5;18
Wien Süd;Meidling;91201;4;775;359;2;30;109;49;88;46;6;29
Wien Süd;Meidling;91201;5;799;352;0;33;111;78;60;36;5;29
Wien Süd;Meidling;91201;6;858;316;4;39;100;74;43;28;4;24
Wien Süd;Meidling;91201;7;861;389;5;32;121;36;105;44;4;42
Wien Süd;Meidling;91201;8;870;383;8;58;113;86;47;41;6;24
Wien Süd;Meidling;91201;9;767;432;4;77;118;70;83;48;10;22
Wien Süd;Meidling;91201;10;902;503;4;73;130;57;139;70;2;28
Wien Süd;Meidling;91201;11;1044;604;7;66;231;122;83;58;12;25
Wien Süd;Meidling;91201;12;686;231;2;24;73;90;14;7;4;17
Wien Süd;Meidling;91201;13;903;319;7;16;119;90;38;25;6;18
Wien Süd;Meidling;91201;14;676;324;7;36;98;87;49;33;4;10
Wien Süd;Meidling;91201;15;1028;438;2;52;128;53;104;57;5;37
Wien Süd;Meidling;91201;16;711;316;2;38;85;57;67;40;5;22
Wien Süd;Meidling;91201;17;931;418;3;31;134;58;108;48;3;33
Wien Süd;Meidling;91201;18;900;260;5;15;102;46;54;19;3;16
Wien Süd;Meidling;91201;19;791;288;3;40;85;96;24;21;4;15
Wien Süd;Meidling;91201;20;568;162;7;13;68;28;23;12;1;10
Wien Süd;Meidling;91201;21;567;207;0;14;73;57;35;18;1;9
Wien Süd;Meidling;91201;22;725;372;3;37;108;58;80;49;4;33
Wien Süd;Meidling;91201;23;701;287;5;33;98;43;53;31;3;21
Wien Süd;Meidling;91201;24;683;300;1;37;120;51;49;25;8;9
Wien Süd;Meidling;91201;25;656;318;4;50;94;51;59;39;7;14
Wien Süd;Meidling;91201;26;701;293;5;25;89;63;40;42;6;23
Wien Süd;Meidling;91201;27;855;428;5;48;149;79;69;32;15;31
Wien Süd;Meidling;91201;28;937;392;10;42;154;78;42;45;6;15
Wien Süd;Meidling;91201;29;697;384;2;45;116;41;83;54;10;33
Wien Süd;Meidling;91201;30;837;461;7;87;113;59;102;59;8;26
Wien Süd;Meidling;91201;31;850;380;4;45;119;71;69;41;8;23
Wien Süd;Meidling;91201;32;1660;801;4;52;267;103;193;123;21;38
Wien Süd;Meidling;91201;33;954;469;7;63;126;58;107;81;9;18
Wien Süd;Meidling;91201;34;669;389;3;39;123;39;97;60;5;23
Wien Süd;Meidling;91201;35;668;336;4;44;106;46;60;46;12;18
Wien Süd;Meidling;91201;36;714;460;1;72;99;55;109;93;7;24
Wien Süd;Meidling;91201;37;615;365;1;63;85;44;92;48;9;23
Wien Süd;Meidling;91201;38;631;351;0;56;102;36;91;43;7;16
Wien Süd;Meidling;91201;39;864;480;6;42;142;59;128;67;12;24
Wien Süd;Meidling;91201;40;647;326;1;49;84;48;69;40;7;28
Wien Süd;Meidling;91201;41;832;270;1;22;104;75;25;18;5;20
Wien Süd;Meidling;91201;42;854;272;5;21;96;86;15;20;9;20
Wien Süd;Meidling;91201;43;926;349;2;26;138;111;24;19;4;25
Wien Süd;Meidling;91201;44;949;248;1;18;109;70;17;13;5;15
Wien Süd;Meidling;91201;45;943;523;5;66;175;125;56;55;15;26
Wien Süd;Meidling;91201;46;945;469;1;86;155;80;62;60;12;13
Wien Süd;Meidling;91201;47;914;243;7;17;88;86;21;11;2;11
Wien Süd;Meidling;91201;48;685;397;3;51;127;54;70;57;14;21
Wien Süd;Meidling;91201;49;824;445;1;85;112;74;73;71;9;20
Wien Süd;Meidling;91201;50;784;455;6;80;115;72;88;69;7;18
Wien Süd;Meidling;91201;51;641;421;2;79;112;55;72;83;9;9
Wien Süd;Meidling;91201;52;868;342;1;67;134;68;21;32;6;13
Wien Süd;Meidling;91201;53;779;310;4;52;113;87;24;18;3;9
Wien Süd;Meidling;91201;54;288;201;2;52;97;16;9;20;3;2
Wien Süd;Meidling;91201;55;955;230;7;26;83;83;9;6;6;10
Wien Süd;Meidling;91201;56;808;233;4;25;87;73;13;6;6;19
Wien Süd;Meidling;91201;57;903;211;4;24;87;52;9;5;7;23
Wien Süd;Meidling;91201;58;734;343;5;33;128;65;43;53;4;12
Wien Süd;Meidling;91201;59;739;279;4;24;99;70;26;35;8;13
Wien Süd;Meidling;91201;60;913;475;6;93;154;75;66;65;8;8
Wien Süd;Meidling;91201;61;862;453;7;43;155;86;84;57;7;14
Wien Süd;Meidling;91201;62;968;519;6;118;137;82;67;69;11;29
Wien Süd;Meidling;91201;63;306;159;4;35;74;25;8;10;0;3
Wien Süd;Meidling;91201;64;852;516;9;81;165;114;46;83;9;9
Wien Süd;Meidling;91201;65;754;472;10;64;160;99;50;54;18;17
Wien Süd;Meidling;91201;66;804;300;2;40;126;56;30;28;6;12
Wien Süd;Meidling;91201;67;629;329;5;57;106;77;33;33;4;14
Wien Süd-West;Hietzing;91301;1;776;470;4;112;102;79;78;67;15;13
Wien Süd-West;Hietzing;91301;2;810;476;6;113;99;53;86;102;4;13
Wien Süd-West;Hietzing;91301;3;843;517;7;133;118;84;80;77;7;11
Wien Süd-West;Hietzing;91301;4;656;403;3;83;88;50;72;86;8;13
Wien Süd-West;Hietzing;91301;5;1102;557;6;120;130;78;104;94;12;13
Wien Süd-West;Hietzing;91301;6;689;438;3;86;99;101;64;70;8;7
Wien Süd-West;Hietzing;91301;7;770;560;4;142;108;83;93;99;20;11
Wien Süd-West;Hietzing;91301;8;913;672;2;182;116;75;138;119;27;13
Wien Süd-West;Hietzing;91301;9;753;510;1;146;96;78;80;94;6;9
Wien Süd-West;Hietzing;91301;10;1057;644;3;139;165;97;110;105;14;11
Wien Süd-West;Hietzing;91301;11;840;513;5;124;160;65;59;86;7;7
Wien Süd-West;Hietzing;91301;12;565;279;1;51;75;45;47;42;3;15
Wien Süd-West;Hietzing;91301;13;859;559;5;139;108;59;110;105;14;19
Wien Süd-West;Hietzing;91301;14;971;556;3;95;162;58;97;100;21;20
Wien Süd-West;Hietzing;91301;15;940;606;3;144;127;69;109;122;16;16
Wien Süd-West;Hietzing;91301;16;972;677;4;206;105;79;111;150;12;10
Wien Süd-West;Hietzing;91301;17;887;516;6;111;121;65;96;82;14;21
Wien Süd-West;Hietzing;91301;18;1063;674;2;149;162;90;140;103;11;17
Wien Süd-West;Hietzing;91301;19;984;662;4;142;114;95;128;154;12;13
Wien Süd-West;Hietzing;91301;20;1118;695;5;176;122;98;101;158;13;22
Wien Süd-West;Hietzing;91301;21;1090;783;6;237;120;108;87;184;23;18
Wien Süd-West;Hietzing;91301;22;847;575;4;142;89;71;111;135;7;16
Wien Süd-West;Hietzing;91301;23;802;556;5;153;76;57;98;150;12;5
Wien Süd-West;Hietzing;91301;24;1083;425;4;63;146;106;36;38;3;29
Wien Süd-West;Hietzing;91301;25;863;545;2;167;111;62;93;86;8;16
Wien Süd-West;Hietzing;91301;26;865;505;2;139;126;66;63;86;9;14
Wien Süd-West;Hietzing;91301;27;987;562;5;92;188;101;81;72;5;18
Wien Süd-West;Hietzing;91301;28;921;592;8;170;98;77;98;115;15;11
Wien Süd-West;Hietzing;91301;29;1016;595;7;139;110;86;102;99;26;26
Wien Süd-West;Hietzing;91301;30;1040;609;3;131;136;116;96;98;12;17
Wien Süd-West;Hietzing;91301;31;948;521;6;86;129;117;73;78;19;13
Wien Süd-West;Hietzing;91301;32;725;400;2;82;90;69;62;67;13;15
Wien Süd-West;Hietzing;91301;33;902;591;6;154;100;70;99;139;15;8
Wien Süd-West;Hietzing;91301;34;950;606;5;135;147;90;93;96;20;20
Wien Süd-West;Hietzing;91301;35;977;640;8;168;130;76;104;117;24;13
Wien Süd-West;Hietzing;91301;36;1061;515;2;89;162;120;61;56;10;15
Wien Süd-West;Hietzing;91301;37;790;347;1;39;123;105;30;25;7;17
Wien Süd-West;Hietzing;91301;38;1064;660;9;155;139;78;107;127;19;26
Wien Süd-West;Hietzing;91301;39;877;538;1;130;127;63;88;99;13;17
Wien Süd-West;Hietzing;91301;40;985;522;6;93;126;83;83;100;9;22
Wien Süd-West;Hietzing;91301;41;918;523;9;124;114;63;94;94;11;14
Wien Süd-West;Hietzing;91301;42;0;0;0;0;0;0;0;0;0;0
Wien Süd-West;Hietzing;91301;43;0;0;0;0;0;0;0;0;0;0
Wien Süd-West;Hietzing;91301;44;0;0;0;0;0;0;0;0;0;0
Wien Süd-West;Penzing;91401;1;695;292;1;37;86;58;55;33;5;17
Wien Süd-West;Penzing;91401;2;839;483;4;75;144;80;98;61;9;12
Wien Süd-West;Penzing;91401;3;676;310;5;33;86;60;52;36;6;32
Wien Süd-West;Penzing;91401;4;719;371;4;54;101;45;97;43;6;21
Wien Süd-West;Penzing;91401;5;775;503;1;48;137;42;132;117;6;20
Wien Süd-West;Penzing;91401;6;876;591;5;84;135;37;180;121;9;20
Wien Süd-West;Penzing;91401;7;886;540;1;87;122;73;125;101;8;23
Wien Süd-West;Penzing;91401;8;1239;708;1;100;179;62;212;118;16;20
Wien Süd-West;Penzing;91401;9;799;345;3;31;98;69;81;35;4;24
Wien Süd-West;Penzing;91401;10;722;245;0;20;90;62;53;8;2;10
Wien Süd-West;Penzing;91401;11;748;445;4;33;128;53;149;42;11;25
Wien Süd-West;Penzing;91401;12;1003;473;7;67;157;94;78;52;2;16
Wien Süd-West;Penzing;91401;13;718;355;1;54;97;54;74;49;6;20
Wien Süd-West;Penzing;91401;14;987;437;6;67;154;98;41;49;8;14
